CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10550,5083.397311,1,331.95,331.95,0,10384.82416,0.2,0.2,0,0.8,31,2,8000,4453.691497,1088.959964,0,10
C10555,2374.663583,1,2242.26,1222.96,1019.3,228.465161,1,0.416667,1,0.083333,2,42,2850,2073.374513,874.422722,0,12
C10556,1112.070216,1,179.24,59,120.24,0,0.416667,0.083333,0.333333,0,0,7,4000,217.546584,368.652894,0,12
C10557,2569.379868,1,972.65,162.95,809.7,1390.367155,0.583333,0.166667,0.5,0.166667,5,15,5500,807.047622,590.361005,0,12
C10560,3366.051663,1,6344.3,4438.8,1905.5,0,1,0.833333,0.666667,0,0,54,12000,2890.901993,694.340138,0.083333,12
C10561,7190.047748,1,1549.61,1549.61,0,3269.100834,0.666667,0.666667,0,0.75,11,19,17500,1727.425472,1770.058766,0,12
C10562,68.039722,0.454545,734.11,734.11,0,0,0.333333,0.333333,0,0,0,6,5000,1537.307484,102.554198,0.5,12
C10563,5066.461251,1,2274.21,1282.85,991.36,2854.551358,1,0.666667,1,0.75,23,60,5000,5174.255034,6174.387335,0,12
C10567,76.93561,0.833333,277,277,0,0,0.333333,0.333333,0,0,0,2,8500,814.605178,109.433095,0.333333,6
C10568,950.563525,0.909091,7479.95,7479.95,0,0,0.818182,0.818182,0,0,0,14,15000,7521.226078,319.437528,0.888889,11
C10572,492.070146,0.8,4924.41,4924.41,0,0,0.8,0.8,0,0,0,48,10500,3430.597877,149.408227,1,10
C10576,9149.4096,1,227.8,227.8,0,5583.937965,0.333333,0.333333,0,0.666667,13,4,9500,6710.905443,6510.915661,0,12
C10577,1296.922119,1,2327.49,2327.49,0,1873.271885,0.666667,0.666667,0,0.25,6,18,6000,2322.412643,360.670758,0,12
C10578,1758.979585,0.818182,1199,1199,0,8552.910316,0.090909,0.090909,0,0.636364,17,1,6750,11634.38713,422.041626,0.111111,11
C10581,5404.202992,1,469,286,183,8005.22508,0.666667,0.166667,0.333333,0.833333,52,4,7000,2676.467444,1468.475204,0,6
C10583,181.463092,1,133.39,133.39,0,219.143859,0.25,0.25,0,0.166667,2,3,2500,168.425788,169.473399,0,12
C10584,1311.732049,1,10700.63,2912.65,7787.98,0,0.916667,0.5,1,0,0,222,6000,9853.313787,280.014823,0.818182,12
C10590,28.934197,0.909091,258.74,258.74,0,0,0.666667,0.666667,0,0,0,16,12000,502.486404,105.034384,1,12
C10592,23.290641,0.727273,293.99,194.99,99,0,0.5,0.25,0.166667,0,0,6,12500,287.796655,93.027601,0.333333,12
C10597,11.890862,0.090909,165,165,0,0,0.083333,0.083333,0,0,0,1,15000,0,,0,12
C10598,3452.538704,1,11681.64,11681.64,0,0,1,1,0,0,0,141,10500,8145.713972,1198.614519,0,12
C10602,1866.608592,1,1494.5,1494.5,0,0,0.416667,0.416667,0,0,0,8,8500,2031.589282,462.41515,0,12
C10603,259.467265,0.909091,646.24,646.24,0,0,0.083333,0.083333,0,0,0,1,10000,540.021578,183.086463,0,12
C10605,313.387813,1,3608.88,2124.75,1484.13,0,1,0.75,0.75,0,0,37,15000,2419.651857,182.527745,1,12
C10609,15244.74865,1,7823.74,7564.81,258.93,2621.049473,1,1,1,0.083333,2,62,19000,11123.40918,4467.520244,0,12
C10610,0.327199,0.454545,24.64,24.64,0,0,0.083333,0.083333,0,0,0,1,1800,45.640106,26.849523,0,12
C10612,47.424621,0.545455,372,273.6,98.4,0,0.333333,0.166667,0.25,0,0,7,4000,662.401178,149.47264,0.2,12
C10613,4114.723127,1,1841.62,1456.94,384.68,4004.273974,1,1,0.25,0.416667,8,21,7500,7780.322889,950.496396,0,12
C10615,2450.031338,1,1678.07,824.21,853.86,0,1,0.25,1,0,0,33,6500,682.930065,512.073385,0,12
C10619,1946.447038,1,411.38,411.38,0,99.078081,0.25,0.25,0,0.083333,1,5,2500,1403.266638,513.547978,0,12
C10621,394.269079,0.363636,525,525,0,2003.827851,0.083333,0.083333,0,0.25,12,1,2500,3747.367504,82.631551,0,12
C10622,5935.917803,1,1956.06,1777.14,178.92,0,0.916667,0.916667,0.333333,0,0,48,11500,1553.147417,1338.082337,0,12
C10623,266.588825,1,1750.51,1515.46,235.05,239.188373,1,1,0.166667,0.166667,2,31,3500,2103.253278,193.898848,0.25,12
C10625,3183.529482,1,386.12,386.12,0,3715.643596,0.636364,0.636364,0,0.363636,7,9,4000,4441.185925,752.309324,0,11
C10628,724.261595,1,625.46,198.4,427.06,0,0.583333,0.166667,0.5,0,0,10,7500,721.081023,234.277687,0,12
C10629,2469.665655,1,963.13,963.13,0,0,0.666667,0.666667,0,0,0,16,7000,566.87028,639.521888,0,12
C10636,2147.939753,0.818182,117.57,117.57,0,1022.23072,0.083333,0.083333,0,0.083333,2,2,8000,5441.876882,542.296729,0.1,12
C10637,32.612745,1,1223.41,769.41,454,0,1,1,0.916667,0,0,25,6000,1222.343069,129.304142,0.8,12
C10638,5380.796813,1,1710.24,817.32,892.92,2292.800636,1,0.416667,1,0.25,6,43,6000,1572.990843,3215.771919,0,12
C10647,5248.392421,1,8403.17,7469.7,933.47,3141.100688,0.833333,0.666667,0.75,0.5,12,117,13000,8495.972927,1183.069705,0.25,12
C10650,1670.928797,1,794.52,794.52,0,0,0.666667,0.666667,0,0,0,16,1750,1083.625844,1196.302503,0,12
C10653,2394.126386,1,3651.59,1544.79,2106.8,2420.908491,1,0.833333,1,0.166667,11,111,4500,6925.337419,1646.768053,0.083333,12
C10657,79.554406,0.636364,472.71,472.71,0,0,0.083333,0.083333,0,0,0,1,16000,563.830183,108.579632,0,12
C10658,2134.513436,1,733.35,78.6,654.75,5716.149236,0.818182,0.181818,0.818182,0.181818,7,11,3000,6801.933334,1017.637027,0.090909,11
C10659,4925.502001,1,3050.72,989.14,2061.58,10901.29827,0.583333,0.333333,0.333333,0.416667,24,16,11500,21320.89625,3913.712987,0.166667,12
C10660,62.32157,0.636364,601.35,468,133.35,0,0.416667,0.333333,0.333333,0,0,10,7000,704.075312,161.420141,0.25,12
C10665,164.649775,1,1764.86,1149.34,615.52,0,1,0.666667,0.916667,0,0,21,10000,1768.463643,212.73674,1,12
C10666,299.765294,1,2352.2,1136.7,1215.5,0,0.916667,0.666667,0.75,0,0,30,6500,2671.279796,185.468819,0.25,12
C10668,306.877248,1,3877.85,2183.56,1694.29,0,0.916667,0.666667,0.75,0,0,29,12500,3639.443058,205.024983,1,12
C10669,14411.95798,1,5958.17,3161.46,2796.71,0,1,0.583333,1,0,0,98,15000,7839.750264,8096.79502,0,12
C10670,1759.969888,1,5969.33,3755.24,2214.09,1777.022586,1,1,1,0.25,4,92,16500,7272.999505,445.131364,0.25,12
C10671,1482.235539,1,14604.87,2475.93,12128.94,0,1,0.583333,1,0,0,219,15500,14462.63056,340.717801,1,12
C10672,6014.806806,1,433.63,433.63,0,2433.987199,0.25,0.25,0,0.583333,13,5,7000,1534.75789,1663.455756,0,12
C10673,5619.157028,1,2790.76,2549.25,241.51,0,1,1,0.333333,0,0,36,14000,1778.284067,1355.651702,0,12
C10677,2571.925816,1,1701.9,464.9,1237,1089.064313,1,0.25,1,0.333333,5,55,3000,710.210734,684.951673,0,12
C10681,1724.2041,1,8371.19,4192.8,4178.39,959.946429,1,0.5,1,0.083333,1,87,3800,9582.782864,1805.370785,0.25,12
C10682,558.989996,0.818182,4552.44,1234,3318.44,0,0.75,0.166667,0.583333,0,0,15,5000,5496.343824,173.931803,1,12
C10684,3808.073463,0.909091,6030.34,2874.89,3155.45,7279.880364,1,0.5,1,0.5,62,104,7000,17084.85192,2068.25205,0.090909,12
C10686,2515.968879,1,1877.24,926.9,950.34,0,0.166667,0.166667,0.083333,0,0,29,8500,4503.07943,810.909841,0.083333,12
C10689,975.165854,1,2281.56,2281.56,0,98.596565,0.916667,0.916667,0,0.166667,2,29,20000,2068.187388,243.235999,0,12
C10690,879.190921,1,45.65,45.65,0,1246.223848,0.083333,0.083333,0,0.166667,2,1,1200,1589.980022,439.870516,0.1,12
C10695,331.586253,1,3703.36,1653.98,2049.38,0,1,1,1,0,0,54,7500,3229.189675,195.370312,0.916667,12
C10697,2144.477682,1,228.35,228.35,0,1908.662268,0.333333,0.333333,0,0.083333,1,7,4000,2520.722012,507.937007,0,12
C10699,654.747715,1,1969.24,567.47,1401.77,0,0.916667,0.25,0.916667,0,0,30,12000,2011.781378,219.067764,0,12
C10702,278.142977,1,1901.94,367,1534.94,0,1,0.166667,1,0,0,34,4500,1624.241905,168.938924,0,12
C10706,7025.757291,1,66.32,66.32,0,8733.135566,0.083333,0.083333,0,0.583333,16,1,9000,9547.622542,2385.432813,0,12
C10708,5656.069801,1,362.36,362.36,0,7240.433194,0.25,0.25,0,1.25,12,2,8000,683.421497,2036.877611,0,8
C10710,235.294264,1,1286.2,1286.2,0,0,1,1,0,0,0,24,4000,1272.434565,218.00803,0,12
C10717,318.186198,1,3548.64,2949.37,599.27,0,1,0.916667,1,0,0,51,20000,3908.960912,199.621137,1,12
C10718,448.190189,1,1687.29,1687.29,0,0,0.5,0.5,0,0,0,8,11500,1464.000198,261.032083,0.166667,12
C10720,546.844163,1,2427.26,1587.34,839.92,0,1,1,1,0,0,30,5000,1747.703784,176.211823,0.333333,12
C10723,7006.751866,1,328.92,328.92,0,9497.696525,0.166667,0.166667,0,0.666667,12,2,10000,659.559695,1400.681628,0,6
C10726,1167.045536,1,294.13,65,229.13,0,0.916667,0.083333,0.833333,0,0,12,1500,686.376349,266.50397,0,12
C10730,3386.99251,1,171.92,171.92,0,0,0.416667,0.416667,0,0,0,5,4500,907.867126,912.269822,0,12
C10731,963.572006,1,2210.97,1741.3,469.67,0,1,1,0.416667,0,0,50,9500,2946.752322,345.15359,0,12
C10732,454.580913,1,1229.57,1229.57,0,0,0.416667,0.416667,0,0,0,16,2700,1125.497981,192.979922,0,12
C10733,2572.508325,1,64,64,0,248.690762,0.083333,0.083333,0,0.083333,2,1,2800,373.433094,3945.38539,0,12
C10736,1861.026633,1,7446.18,6376.98,1069.2,2817.03397,1,1,1,0.25,5,82,10000,10274.93122,528.241518,0.333333,12
C10738,838.616485,1,375.57,375.57,0,99.587515,0.25,0.25,0,0.083333,1,3,6000,779.057364,179.42685,0,12
C10739,446.735142,1,5228.36,2337.44,2890.92,0,1,1,1,0,0,71,3000,4843.737867,177.051156,0.454545,12
C10741,821.916526,0.857143,1386.4,1386.4,0,0,0.285714,0.285714,0,0,0,3,1500,238.348011,154.555561,0,7
C10744,1024.761905,1,77.99,77.99,0,0,0.166667,0.166667,0,0,0,2,1200,555.23373,303.743033,0,12
C10745,2386.932058,1,861.79,181.81,679.98,457.699229,0.333333,0.166667,0.166667,0.083333,1,7,6000,6532.686986,634.388953,0.083333,12
C10746,15.492415,1,65,65,0,0,0.083333,0.083333,0,0,0,1,3000,19.221233,67.643963,0,12
C10747,2643.876192,0.818182,798.34,277,521.34,3206.809796,0.5,0.25,0.416667,0.166667,2,19,4500,728.056878,769.627647,0,12
C10749,1855.212121,1,32.22,32.22,0,37.743145,0.083333,0.083333,0,0.083333,1,1,2000,349.584645,695.503633,0,12
C10752,1355.180523,0.909091,8820.67,2549.65,6271.02,0,0.75,0.583333,0.583333,0,0,37,6500,3609.323897,416.412205,0,12
C10756,142.406825,1,1214.74,574.33,640.41,0,1,0.333333,1,0,0,48,11000,941.91753,180.400442,0.75,12
C10757,660.397749,1,776.89,698.99,77.9,0,0.166667,0.083333,0.083333,0,0,2,1500,487.294072,215.007957,0,12
C10760,492.916599,1,4371.82,2765.16,1606.66,0,1,0.916667,1,0,0,97,20000,3603.230966,207.887409,0.583333,12
C10761,2752.146656,1,1648.53,618.55,1029.98,2146.51325,1,0.333333,1,0.25,4,46,6500,1427.725762,1342.185961,0,12
C10764,95.865855,0.363636,1123.58,1123.58,0,0,0.083333,0.083333,0,0,0,9,1500,3245.496885,142.868781,0,12
C10765,1439.343061,0.909091,571.91,571.91,0,0,0.25,0.25,0,0,0,5,2100,2573.55754,756.220978,0,12
C10773,1350.286625,1,642.33,642.33,0,0,0.5,0.5,0,0,0,12,9000,323.683167,344.973051,0,12
C10775,1274.851959,1,1798.24,144.86,1653.38,756.233501,1,0.166667,0.916667,0.166667,3,17,1500,1340.224464,1732.955307,0,12
C10777,3121.267822,0.888889,4139.56,4139.56,0,3607.406242,0.333333,0.333333,0,0.222222,3,8,9000,1600.272221,597.159149,0,9
C10782,4193.283047,1,183.7,183.7,0,1585.714709,0.25,0.25,0,0.166667,4,4,10500,1030.093462,1116.001393,0,12
C10790,5639.464394,1,717.18,399.15,318.03,3856.971744,0.416667,0.166667,0.25,0.75,16,7,7000,1460.652254,1540.175186,0,12
C10792,62.209376,0.090909,782.88,782.88,0,0,0.083333,0.083333,0,0,0,2,3000,2941.300379,280.618072,0,12
C10799,432.915949,1,4430.17,3628.67,801.5,0,1,1,1,0,0,78,8500,4301.600928,186.739077,1,12
C10800,2027.896903,1,933.5,933.5,0,1160.28334,0.083333,0.083333,0,0.083333,2,1,3000,393.417404,462.153221,0,12
C10805,3879.064446,1,9796.28,9536.28,260,1959.013493,1,0.833333,0.583333,0.166667,2,45,19000,12667.90527,968.363741,0.333333,12
C10806,708.509086,1,2109.61,1734.61,375,366.008558,1,0.583333,1,0.166667,3,19,6500,4591.162882,296.681069,0.181818,12
C10808,4343.537475,1,1326.3,1326.3,0,1123.247578,1,1,0,0.166667,2,23,4500,1373.689245,3414.220124,0,12
C10819,2435.823938,1,749.3,393.5,355.8,0,0.583333,0.083333,0.5,0,0,8,8500,2501.125038,541.51241,0,12
C10822,1819.529197,1,219.26,219.26,0,977.92638,0.25,0.25,0,0.333333,7,5,2500,518.949471,1223.335721,0,12
C10823,4.607593,0.181818,44.55,44.55,0,0,0.083333,0.083333,0,0,0,1,6000,267.147917,88.028446,0,12
C10827,1716.622291,1,455.76,36,419.76,0,1,0.083333,1,0,0,13,1700,881.425823,1066.801936,0,12
C10833,81.762162,0.909091,777.04,521.46,255.58,0,0.833333,0.5,0.75,0,0,20,7500,753.811533,162.763716,0,12
C10835,1773.445786,1,4504.25,2986.66,1517.59,0,0.5,0.5,0.416667,0,0,37,8500,278.70437,561.333282,0,12
C10838,4767.644535,1,806,481,325,1705.723287,1,0.083333,1,0.166667,3,25,8000,880.198403,2203.284474,0,12
C10839,2574.852985,1,578.66,578.66,0,6390.668135,1,1,0,0.272727,4,12,9500,3219.440365,728.739114,0,11
C10840,3405.005439,1,8.4,8.4,0,0,1,1,0,0,0,12,10500,1015.698271,795.091125,0,12
C10841,3517.561446,1,173.69,173.69,0,3122.99024,0.166667,0.166667,0,0.416667,6,2,5000,5091.300312,796.031998,0,12
C10843,1748.546186,1,74.98,74.98,0,216.032736,0.166667,0.166667,0,0.25,5,2,1800,650.440749,572.683934,0,12
C10852,1011.110679,1,186.11,61.11,125,0,0.333333,0.083333,0.25,0,0,5,3000,634.853367,227.160721,0,12
C10853,1358.890643,1,89.9,28,61.9,0,0.333333,0.083333,0.166667,0,0,4,7000,323.344372,409.65366,0,12
C10854,1392.773202,1,221.61,221.61,0,0,0.666667,0.666667,0,0,0,8,1700,369.345758,294.377252,0,12
C10855,487.584965,0.727273,4768.27,4768.27,0,0,0.727273,0.727273,0,0,0,27,2500,1980.213325,149.493574,0.454545,11
C10856,1892.439622,1,86.7,86.7,0,92.435934,0.166667,0.166667,0,0.083333,2,2,2000,534.092827,1069.925154,0,12
C10858,920.968431,1,977.38,615.99,361.39,0,0.833333,0.25,0.833333,0,0,18,3350,549.396517,266.850585,0,12
C10860,4270.148411,0.888889,363,363,0,5307.322893,0.111111,0.111111,0,0.555556,11,2,5500,1250.695005,2070.907379,0,9
C10865,1304.357015,1,1488.8,987.68,501.12,858.516418,0.833333,0.25,0.583333,0.166667,2,21,2000,612.674919,341.524735,0,12
C10866,1372.725482,1,992.25,651.4,340.85,667.818882,0.833333,0.25,0.75,0.25,3,18,4500,2899.141015,464.139521,0,12
C10871,230.359954,1,2163.12,1383.12,780,0,1,1,0.333333,0,0,23,4000,0,,0,12
C10875,2210.404961,1,1790.64,1358.4,432.24,1660.66756,1,0.833333,1,0.75,18,52,10500,8862.839094,478.820544,0,12
C10877,1255.779743,1,385,385,0,0,0.166667,0.166667,0,0,0,2,5000,0,,0,12
C10880,170.907823,0.909091,1366.3,1366.3,0,0,0.5,0.5,0,0,0,11,2000,3453.112338,139.388035,0.4,12
C10881,1271.212003,0.909091,76.94,76.94,0,0,0.181818,0.181818,0,0,0,2,1500,257.110005,277.714185,0,11
C10887,9901.685569,1,2190.95,832.49,1358.46,1913.350112,1,0.416667,0.916667,0.25,4,43,11500,2972.248185,2849.235124,0,12
C10893,1827.200326,1,1325.27,1161.66,163.61,0,0.75,0.5,0.416667,0,0,21,4000,666.371943,531.303374,0,12
C10894,1029.66874,1,1448.59,1229,219.59,1070.165399,0.666667,0.25,0.5,0.166667,2,18,1200,3008.279166,1054.339431,0.083333,12
C10897,11654.55492,1,463,74,389,3096.807933,0.583333,0.083333,0.416667,0.416667,17,7,12500,3024.60947,5148.045052,0,12
C10898,1254.970145,1,769.34,769.34,0,2234.780695,0.166667,0.166667,0,0.333333,7,3,7000,0,,0,12
C10899,2174.018945,1,377.1,177.62,199.48,388.849566,0.333333,0.083333,0.25,0.166667,2,5,2600,0,,0,12
C10901,1444.365154,0.727273,780.14,69.9,710.24,3573.493609,0.416667,0.083333,0.25,0.25,6,5,9000,6123.111421,430.209133,0.285714,12
C10902,2767.545277,1,3480.24,2767.28,712.96,0,1,1,0.666667,0,0,60,12500,4062.447703,1082.201074,0,12
C10905,1890.397414,1,2493.67,358,2135.67,0,1,0.083333,1,0,0,26,3000,916.285608,494.455132,0,12
C10906,1948.434315,1,324.3,324.3,0,1468.08356,0.166667,0.166667,0,0.166667,4,4,5000,0,,0,12
C10911,1843.308668,1,89.66,89.66,0,126.156551,0.2,0.2,0,0.6,6,5,2000,375.878055,397.759846,0,10
C10915,902.099225,0.818182,5080.85,4674.21,406.64,0,0.416667,0.333333,0.25,0,0,12,8000,177.879919,258.715978,0,12
C10916,1081.065726,1,554.85,262.4,292.45,952.424906,0.5,0.25,0.333333,0.166667,8,20,2100,1898.82812,382.716751,0,12
C10917,9255.143419,1,5153.28,3352.28,1801,0,1,0.583333,1,0,0,105,11500,4872.818088,9642.502512,0,12
C10918,228.909884,1,2617.85,2426.43,191.42,0,1,0.916667,0.416667,0,0,35,1800,1774.318305,143.208454,0.7,12
C10921,2643.39225,1,965.84,737.79,228.05,0,1,0.75,0.666667,0,0,33,4300,771.299727,627.391113,0,12
C10922,4007.029155,1,7597.09,6761.29,835.8,0,1,1,0.333333,0,0,22,6500,0,,0,12
C10924,2903.779416,1,360.3,112.61,247.69,3501.657389,0.416667,0.083333,0.333333,0.5,10,7,11500,3014.036186,662.40729,0,12
C10925,233.694622,1,1772.55,1352.55,420,0,1,1,0.75,0,0,29,1200,764.816144,227.726516,0.083333,12
C10926,150.52492,1,1850.31,1815.31,35,0,1,1,0.083333,0,0,41,14000,1856.821119,192.520664,0.636364,12
C10928,11.35774,0.555556,223.5,175.5,48,0,0.333333,0.222222,0.111111,0,0,4,17500,192.80601,95.228179,0,9
C10932,361.588846,1,312.69,312.69,0,370.511697,0.25,0.25,0,0.166667,2,5,7500,867.628724,167.467416,0,12
C10939,993.662006,1,348.88,348.88,0,0,0.333333,0.333333,0,0,0,4,1200,335.62347,255.439979,0,12
C10940,939.152528,1,3393.25,3364.59,77.66,0,0.25,0.25,0.083333,0,0,5,9000,2768.821579,267.093439,0,12
C10944,31.702357,0.181818,1051.52,732.2,319.32,0,1,0.083333,1,0,0,16,4600,5384.409792,13.545097,0,12
C10945,1023.323593,1,253.37,196.37,57,0,0.916667,0.5,0.5,0,0,16,1200,463.956486,250.187987,0,12
C10949,6725.109914,1,6335.65,912.12,5423.53,0,1,0.583333,1,0,0,108,11000,3203.884297,2658.77669,0,12
C10950,515.135703,1,2457.48,1272.5,1184.98,0,1,0.583333,1,0,0,69,7000,2858.180367,177.692271,0.25,12
C10952,542.051302,1,4896.9,721.46,4175.44,960.975083,1,0.416667,0.916667,0.083333,2,64,2500,5338.901791,173.182819,1,12
C10954,1894.11023,1,678,678,0,0,1,1,0,0,0,12,2000,992.569418,1111.413896,0,12
C10959,179.290727,1,2540.9,1234.77,1306.13,0,0.916667,0.833333,0.916667,0,0,30,5000,2478.954766,168.750901,1,12
C10960,634.825209,1,1478.36,1343.45,134.91,0,0.5,0.416667,0.166667,0,0,12,1200,1371.998686,336.282655,0,12
C10962,1104.960744,1,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1200,293.890715,448.973668,0,12
C10966,3122.171879,1,974.3,712.3,262,189.408446,0.75,0.583333,0.416667,0.416667,5,21,3000,1520.760286,2019.977973,0,12
C10968,1803.898764,1,562.01,63.6,498.41,0,1,0.083333,1,0,0,19,1800,2010.58964,2411.664639,0,12
C10969,330.273411,1,53.8,53.8,0,0,0.25,0.25,0,0,0,6,2500,429.112894,171.6492,0,12
C10974,95.645669,0.272727,566.43,463.8,102.63,0,0.166667,0.166667,0.083333,0,0,3,9000,73.895095,199.884984,0,12
C10975,2072.457624,1,17409.21,11263.17,6146.04,0,1,1,1,0,0,175,19500,19517.1616,517.324081,0.333333,12
C10977,2437.750644,0.9,1177.64,1177.64,0,2961.278225,0.5,0.5,0,0.4,7,29,3000,1325.182603,1000.843859,0,10
C10978,460.432607,1,1009.44,858.48,150.96,0,0.916667,0.583333,0.75,0,0,25,4000,1292.401995,221.145007,0,12
C10980,51.161976,0.25,736.72,736.72,0,0,0.5,0.5,0,0,0,5,4500,1665.89154,54.443091,1,8
C10984,337.629461,1,251.44,251.44,0,0,1,1,0,0,0,12,6000,0,,0,12
C10985,1518.813947,1,2110.98,1748.98,362,0,0.9,0.5,0.6,0,0,20,1700,663.894987,555.397214,0,10
C10986,1538.569369,1,3852.37,2681.99,1170.38,0,1,0.75,0.75,0,0,35,6000,3386.915692,393.411779,0.272727,12
C10988,3908.10498,1,1238.12,1159.3,78.82,1799.316522,0.666667,0.583333,0.166667,0.25,4,13,6000,1147.443975,870.610813,0,12
C10991,463.07144,1,1817.84,1817.84,0,0,0.333333,0.333333,0,0,0,4,6000,0,,0,12
C10994,853.34928,0.8,3209.14,2795.14,414,898.013564,0.7,0.6,0.5,0.2,3,28,10000,2841.834049,255.098434,0,10
C10995,1295.446588,1,886.37,886.37,0,1310.182842,0.333333,0.333333,0,0.416667,8,7,1800,2966.291948,493.349977,0,12
C11000,2437.73951,1,1093.93,695.29,398.64,822.700458,1,0.25,1,0.166667,4,15,2900,556.213673,1049.416303,0,12
C11001,160.816558,1,1755.76,1755.76,0,0,1,1,0,0,0,20,2500,1633.050111,194.343579,0.916667,12
C11003,4618.091584,1,541.68,541.68,0,3580.753362,0.166667,0.166667,0,0.166667,2,2,8500,0,,0,12
C11004,3108.393701,0.9,26582.34,15158.9,11423.44,0,0.9,0.8,0.8,0,0,55,28000,26557.09724,586.029097,0.875,10
C11006,560.414016,1,99,99,0,909.10915,0.083333,0.083333,0,0.25,3,1,1000,407.819493,141.935936,0,12
C11007,2001.030926,1,1534.98,1424.58,110.4,1407.204652,1,0.75,0.333333,0.666667,17,32,4000,867.884346,1313.87778,0,12
C11008,1216.893766,1,76.3,76.3,0,0,0.166667,0.166667,0,0,0,3,1200,533.085955,7781.671432,0,12
C11010,887.679317,1,1486.31,179.75,1306.56,0,1,0.833333,0.916667,0,0,39,1800,0,,0,12
C11011,5573.146558,1,435.14,435.14,0,3935.733135,1,1,0,0.333333,7,14,7000,1587.909833,1390.110596,0,12
C11013,1464.19148,1,367.94,246.2,121.74,0,0.583333,0.25,0.416667,0,0,9,1500,719.945677,1546.605424,0,12
C11015,1355.312146,0.818182,1682.06,1383.74,298.32,0,1,0.25,1,0,0,15,13000,6965.353704,487.620635,0,12
C11016,357.62718,1,3070.45,1864.11,1206.34,0,0.916667,0.916667,0.416667,0,0,20,18500,4023.111073,169.763154,1,12
C11022,165.700863,1,1806.97,132.81,1674.16,0,1,0.25,1,0,0,28,3500,1595.482975,163.30874,1,12
C11024,1532.278572,1,2612.1,1375.5,1236.6,0,0.916667,0.916667,0.75,0,0,135,6500,1348.321843,433.618672,0,12
C11025,1506.516549,1,1188.78,179.56,1009.22,65.104506,1,0.333333,1,0.083333,2,91,6500,2813.165078,369.901866,0.166667,12
C11027,2845.16043,0.727273,735.09,652.94,82.15,0,0.666667,0.25,0.333333,0,0,8,10500,6006.492582,888.901116,0,12
C11029,1250.394614,0.909091,443.99,443.99,0,0,0.272727,0.272727,0,0,0,3,3500,273.823646,259.715939,0,11
C11035,1651.127455,1,720.18,478.53,241.65,0,0.583333,0.166667,0.333333,0,0,7,5000,0,,0,12
C11036,76.483078,0.727273,69,69,0,0,0.083333,0.083333,0,0,0,1,4500,462.226271,100.023175,0,12
C11038,3766.072756,1,64.82,34.96,29.86,298.108645,0.25,0.083333,0.166667,0.166667,4,3,4150,1019.849756,1260.262738,0,12
C11040,250.123525,0.909091,2655.99,2655.99,0,0,0.916667,0.916667,0,0,0,21,3600,3155.89347,168.814522,0.727273,12
C11043,97.649883,0.454545,1092.59,673.11,419.48,0,1,0.166667,1,0,0,26,18000,1399.323719,108.410954,0.090909,12
C11045,1239.889457,1,3914.15,2643,1271.15,0,0.583333,0.25,0.416667,0,0,12,9500,3980.107176,511.121978,0.083333,12
C11046,3846.498183,1,788.54,734.45,54.09,69.894469,0.545455,0.363636,0.181818,0.090909,2,8,4200,2071.865365,1445.432949,0,11
C11050,1548.76729,1,723.65,723.65,0,0,1,1,0,0,0,24,8500,0,,0,12
C11053,640.595851,1,2496.57,1837.56,659.01,0,0.5,0.333333,0.166667,0,0,14,3000,1145.707252,201.050218,0,12
C11054,270.096134,0.818182,3061.26,1913.26,1148,0,0.666667,0.333333,0.666667,0,0,20,6000,3594.046318,152.391012,0.454545,12
C11055,1583.622027,1,45.65,45.65,0,0,0.090909,0.090909,0,0,0,1,1700,317.911208,481.237501,0,11
C11056,380.384776,0.545455,1188,1188,0,0,0.083333,0.083333,0,0,0,2,9000,2461.320337,158.339807,0,12
C11057,445.409094,1,307.11,163.29,143.82,0,0.833333,0.25,0.666667,0,0,12,1500,467.844102,171.370838,0,12
C11060,48.521324,1,514.97,514.97,0,0,1,1,0,0,0,16,5500,380.613937,208.568375,0.25,12
C11061,1076.571029,1,45.65,45.65,0,48.730842,0.083333,0.083333,0,0.083333,1,1,1200,299.78995,374.377774,0,12
C11063,25.570988,0.454545,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1500,491.455491,117.808437,0,12
